Molecule,Cluster,data,Cluster_center,Distance_to_center
413,0,[-0.4488355023291089  0.0727640397975408 -0.0082359464922592 -0.1199627999198166 -0.2884680286325528  0.0948610907736146],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3974146584839609
414,0,[-0.4472875415060816  0.1268479553399231  0.0767745828116687 -0.0474528273795625 -0.0878057337506228  0.1758708147255339],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.29585262220668296
415,0,[-0.5000670853538209  0.0716623545773157  0.1139749463882134 -0.0054728512531923 -0.0885326118925626  0.1771573925688589],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.25566312213329623
416,0,[-0.6480964094027701  0.0375177896030412  0.3048145548185952  0.2796766954815413  0.0301532262872026 -0.0914495804030931],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3915157511018201
417,0,[-0.6698660015359845 -0.0743216368655881  0.3249884576159307  0.3140000478456973  0.0056262359951255 -0.0652201686703035],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.42595042253900534
418,0,[-0.6326688576747396 -0.111478251184838   0.242459649332118   0.2300526067186409 -0.0412124740289743  0.1094833933574826],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.35134802156962863
419,0,[-0.37537130615834    0.029017201013215   0.3064472321732749 -0.4504519459473489 -0.0988922686350063 -0.0881513905799602],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.43767190492763897
420,0,[-0.3392312030462924  0.1533012208615281  0.3899437209450542 -0.0723881082997597  0.0066979476761218 -0.0050105758946854],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.24697421439812398
421,0,[-0.4541039337724474  0.0939883733242126  0.464671562854442   0.111475078840745   0.0755347582917457 -0.0378896643390073],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.29733837559203447
422,3,[-0.1659106656801414  0.6549423014059648  0.3955219850859137 -0.0090712903111633  0.216073338762955  -0.4792170390149404],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.7104345285531567
423,0,[-0.5937139156865472 -0.0356266152267355  0.5509836952570579  0.2979149108831748  0.123416468955466  -0.0184643068676797],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.4899931752492834
424,3,[-0.2854684435323411  0.4767433972914756  0.4786650979198628  0.0769367189695416  0.1896241959950866 -0.4392981644742412],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.7209515466714755
425,0,[-0.5286206935650715 -0.0747284282083885  0.4475977842762459  0.1038602039251731  0.018211538140935   0.1796148178255299],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.31161724317043643
426,3,[-0.1776985303332453  0.3500882315331007  0.2950779979126744 -0.1814603784624327  0.0271667562502877 -0.0689639697956709],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.24256961665994486
427,3,[-0.2468485119665219  0.3578956945136918  0.3216382981160273 -0.1567186340186022  0.0426123212759587 -0.0505229707071071],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.30974688348416407
428,3,[-0.2140621981150421  0.4589476898239055  0.316848229147873  -0.0634384069300246  0.1265429413021795 -0.150292759718082 ],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.38701992535250535
429,0,[-0.3904623100539802  0.2426259082514198  0.3946785673964404  0.1169044580701494  0.1402442746203838 -0.0232859154719109],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3796747370360512
430,0,[-0.5178185889479203 -0.0257327924221837  0.4782650751952503  0.126493412963957   0.0433708845527567  0.0736784778429575],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.2967860122387257
431,0,[-0.5892689923691614  0.008052656787283   0.5253397874823733  0.2645386086766594  0.1255864006586318  0.0212971647598069],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.4517663450503319
432,3,[-0.1623306318782821  0.533201953251334   0.2855753742967336 -0.1100187144234738  0.1331619022914871 -0.1632692315620914],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3725540081860237
433,0,[-0.358240428218939   0.3824731678011248  0.5551659197044418  0.1604672345860381  0.1915854332009266 -0.4893286852992144],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.7642903451388321
434,3,[-0.1651033995776988  0.462654718324863  -0.103255866262836  -0.3442546793094282 -0.1409094567440279  0.1208309290486558],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3501524322536526
435,0,[-3.770238695289214e-01  1.762589807003855e-01  1.150307181547351e-01 -1.137963362258966e-01 -1.471284664812205e-01 -1.149239617970000e-04],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.28550167664107
436,3,[-0.2323569449831348  0.2771919996735442 -0.035522572625274  -0.2648155413181822 -0.1751274644634844  0.1291439989513176],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3270780166474355
437,0,[-0.3774245902788055  0.1751628669719856  0.1146269283054675 -0.1141982701291018 -0.1476445270444207  0.0019489768172475],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.2851725444690117
438,0,[-0.4141696034541894  0.1225919528259591  0.1710529046177594 -0.0550242716389464 -0.1418511092037459 -0.0621068599725694],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.20760345790087437
439,0,[-0.3819282199098586  0.0867449545597824  0.0742810331926    -0.0497118403231378 -0.1402992768066809  0.1299430228258594],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.28100380719113954
440,3,[-0.2241705177015912  0.3744575626786474  0.0613275129617433 -0.1855183414379351 -0.1109889288975106 -0.1484895656224628],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.24034694533159354
441,0,[-0.5234535704080485 -0.1258570047962384  0.612410247618802  -0.1421903252768827  0.0922029962419601 -0.245981865303777 ],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.47644163755267055
442,0,[-0.4563682747634349 -0.1666118265296589  0.5057607009520709 -0.2436239928020997  0.0355300776138386 -0.055482291857402 ],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3650750729403286
443,0,[-0.5115355897674612 -0.1474346772566026  0.541673622649445  -0.2089007251662028  0.058424453638709  -0.0830181753029017],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3787066889888923
444,6,[-0.028672866022266  -0.1488146663917732  0.2142596447522117  0.0443326829064938 -0.1958271021494847  0.1620123422432426],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.20334401083247533
445,3,[ 0.0467159122475331  0.1135334202042766  0.1077666114782245 -0.1548171846220917 -0.1565453454538379  0.1249951732000006],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3240698177674346
446,6,[ 0.0124138313506421  0.0920035945996537  0.1375403752117628 -0.1238349966596874 -0.1509238116580313  0.1061179552374539],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3082149013194201
447,6,[-0.1207642272271593 -0.0814476545796777 -0.0116388491279574 -0.0251133214082479 -0.3163677989866914  0.019350588658378 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.34109463195804074
448,6,[-0.1029290531266987 -0.0022193040246833  0.0591048699403254  0.0319097837902197 -0.1134450127789659  0.102720596260268 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.2810241437479753
449,3,[ 0.1896183503547927  0.2313061207573948  0.1855945654626958 -0.1880251136700839 -0.0278375212487829  0.0387042758944878],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.2821806686173267
450,3,[ 0.0745813553346627  0.1424712603932874  0.2824292582140548 -0.0895012135029482 -0.0171775604093495 -0.0062337873179838],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3211838360581371
451,3,[ 0.1453258034010592  0.1429484400494102  0.1745434757761249 -0.1912364604639449 -0.0585492911560032  0.1596585203786615],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.34293009829752213
452,6,[-0.0609573649755317 -0.0759764385362797  0.4578911425835733  0.0979509503411435 -0.0161395738245781 -0.153337603258189 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3680429419292145
453,6,[-0.1715741956282181 -0.2135823971518585  0.422333010326148   0.1765322229149246 -0.0143540516911228  0.1128771032482004],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4132025420853585
454,6,[-0.0107423356661219 -0.0506603779003291  0.3202421724664924 -0.0330681364172333 -0.0598615879027404  0.094839409480448 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.22831723991196046
455,3,[ 0.140006135465477   0.2155739789867684  0.2945580358305263 -0.0848789005678666  0.0074267691872762 -0.1481651559426281],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.34723728119874603
456,6,[ 0.012827622709458   0.0816266818543132  0.379710692887518   0.007273058952458   0.0009280174209142 -0.1302801894132499],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.35130479041481766
457,6,[-0.0080258842067411 -0.021187296690762   0.3018143787887455  0.039603653119961  -0.00823291733665    0.1103093354250553],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.2510681996810683
458,6,[-0.0553121042520882  0.0331023681569427  0.3196503704061063  0.0529809098684886  0.0184121099996956  0.1006518189924432],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3141127583349839
459,6,[-0.0399002977659011 -0.0842254847551115  0.3510825215098601 -0.0008806488343188 -0.0578588778730301  0.0738896099754688],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.23607795163536222
460,6,[-0.0743942033029035 -0.089155818256763   0.0956241406066563 -0.0208190314275827 -0.2136379586797396  0.0411938502319953],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.20888520531759297
461,3,[ 0.0936564744790774  0.1198247412095209 -0.0401427547528296 -0.1695936334680885 -0.2038627884297676  0.0596304532472498],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.36338110933610496
462,6,[-0.112820936280574  -0.3571987596782571  0.503510892653849  -0.2368506994646122 -0.0532488594937465 -0.1257879758510675],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.5297690732977238
463,6,[ 0.0883119714001169 -0.0697250383704944  0.3565124981056384 -0.4072969570497307 -0.0275259309951915 -0.155179465889989 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.5144916426987727
464,6,[ 0.0134560148607368 -0.0685119273285348  0.4544051446902433 -0.3110000062425797  0.0130408477765405 -0.2973017785490192],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.555732926585812
465,6,[ 0.3794954576312863 -0.0121297747258787  0.0892908096785464 -0.0757182909266981 -0.1804964615764081  0.0645088194629506],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3685012270524219
466,1,[ 0.6071919352737658  0.2377968955841917  0.0506039976542709 -0.2313778596647278 -0.0522469101963426  0.090729265409059 ],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.4810960365101534
467,1,[ 0.4771622531354067  0.011877135211902   0.1809862634155761 -0.0875295861269215 -0.0752176121033798  0.0436639277734055],[ 8.6984564617321114e-01 -7.4242676682146083e-02  6.1511065276654994e-02 -5.5463016249572984e-04 -1.0486762004405775e-02 -9.0479487101905193e-03],0.43637651171970177
468,0,[-0.503040913201817   0.0733619162516781  0.3785921061089782  0.0212643813448044 -0.0830770445850219 -0.0656118827107392],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.17535107119430696
469,0,[-0.5463758484239543  0.1096846888886778  0.3525930783168156  0.0915255396555823 -0.0277382788523095  0.0155264544868744],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.2146449563746653
470,2,[-0.5157109262799168 -0.0814608828088556 -0.6715748310851671 -0.2117331311720283 -0.0955657772278331  0.0688282127823555],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.4728858814622594
471,3,[-0.2209864258175125  0.5034419482988055  0.2599813885534211 -0.1305768465701586  0.1173096704432845 -0.0193921076252756],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.33051757759899353
472,0,[-0.4517897661435583  0.0234592625067818  0.4088588833105998  0.0543152373576828  0.0291976604153242  0.1340788532177807],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.23029728320200293
473,3,[-0.2704827346351885  0.2775015100448349  0.2957655998305397 -0.0774549718858632  0.0589160161911754  0.0611076919330453],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.35470069091432205
474,0,[-0.3838082222004444 -0.0404571575617486  0.5021706915725486 -0.3520909312904252  0.0205378714458249 -0.1832470563305085],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.4463335825956949
475,0,[-0.5090123253531598 -0.2909533936175635  0.6102297371136776 -0.224542318486105  -0.0108950017138899 -0.1687097098664915],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.513463505462043
476,0,[-0.2926497752519227  0.0093773449387784  0.45396037427128   -0.403684980493377   0.013703109357085  -0.2038065604521769],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.49320234130231444
477,6,[ 0.2736384077762054 -0.1327349613101558  0.1702458728729505  0.0132885228126936 -0.1846416715888715  0.0578926870184427],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.21311814077789773
478,0,[-0.4380475086389962  0.1050233540784949  0.2168460354682131 -0.1315395787713765 -0.1338805243658735  0.2154165990932305],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.28104371552685664
479,0,[-0.5774170711816033 -0.0328455916552112  0.0970893767737498 -0.0089290148117461 -0.2763973026042018  0.053130035323771 ],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.31634153524808617
480,0,[-0.5248494125605718  0.0462541481149273  0.029234992870964  -0.0821085584844566 -0.2794262357176837  0.1126804822997852],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3650173841871738
481,0,[-0.4393423031462636  0.1366078568746856  0.0187310729918228 -0.1022191876184447 -0.2596903486099933 -0.0072397866518319],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.36655492216019797
482,0,[-0.4191766789910921  0.1951547517767279 -0.0650555578545698 -0.1849614128702899 -0.2712915497071024  0.1356832729583558],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.49536708986166367
483,0,[-0.4229798757004586  0.1777860740820026 -0.0623770791161669 -0.181222914569288  -0.2758361623196935  0.1423957651722468],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.4892106674811047
484,3,[-0.3823729470037665  0.249301280096766  -0.0928652153933812 -0.2186602335727555 -0.2664598444892062  0.133671380098513 ],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.4941208821728293
485,3,[-0.3537107327371496  0.3418144918950099 -0.1510180107217174 -0.2806014113557086 -0.2579633748943301  0.1912881402360744],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.5148987095694342
486,0,[-0.3411118895591123  0.096484886700726   0.3044819220731404 -0.1449285363183835 -0.0408630982375365  0.2203718283519475],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.2949152874177722
487,0,[-0.4336695516347754  0.0340407081763319  0.1125613528369834 -0.0990938910352448 -0.1887814525658105  0.1363095747863004],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.26362205376135045
488,0,[-0.4906866448161725 -0.0747959499505738  0.1692533839290738 -0.0324856714137674 -0.1984586501522031  0.1207810295134628],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.2295523143236388
489,3,[-0.1610236744882053  0.4696592959477162 -0.0517070519481675 -0.2997323724189777 -0.1221047041413482 -0.0045300641654207],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.2649865458742957
490,3,[-0.2834904843515773  0.1934300324535145  0.0212062390890339 -0.2029462584356504 -0.1793789865753896  0.0961111285095824],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3521342648562649
491,3,[-0.1821948563798676  0.4429833007928588  0.0217504205054056 -0.2293316145858507 -0.1046410925809093 -0.1375807380455991],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.2327974695134337
492,3,[-0.2278848279308993  0.412729862416854   0.0029950807531431 -0.1500399527432253 -0.0697261333935588 -0.0366766641594633],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.23634273979715265
493,6,[-0.0791646936794199  0.0393031852593924 -0.099613143850157  -0.1189302174565665 -0.3110770630633976  0.1195205771880125],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4531758329500346
494,3,[-0.0431998225012812  0.1287402227793729 -0.13336074413641   -0.1594199159614152 -0.2960996433713822  0.1145538662876603],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.4465393550343789
495,6,[ 0.0458285511525257  0.0198683372780812  0.2638148758551927 -0.0929959130590619 -0.0605992744641228  0.1254869559851205],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.2637644004932953
496,3,[ 0.2987087350615586  0.4688127858461124  0.088934551916072  -0.2996211414938411  0.0124264858251025  0.0254654779007423],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3823469791156463
497,6,[-0.1159427621017895 -0.1622762866015158  0.1308520455965927  0.0215224013070865 -0.2210643723586345  0.0408497497695918],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.22184343829966222
498,3,[ 0.0909930582830316  0.1137436733795717 -0.0359035075823908 -0.164675968945597  -0.2040927458930413  0.0553049048760307],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.3642793994087307
499,3,[ 0.1145217061020977  0.1830195943908204 -0.0538652189288541 -0.189609835665896  -0.1895888781067849  0.0392121971357288],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.32997678792858154
500,0,[-0.7497857300151364 -0.1786693576994663  0.1948426781806977  0.2063296991646979 -0.221825562576261   0.0763450253295162],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.46162342590993144
501,0,[-0.5603430009850308  0.1014147151445047 -0.1625577409200422  0.0260123261598745 -0.2426595799248668 -0.0353689977584224],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.5012075325594318
502,7,[-0.7449744525420325 -0.2898434679368959 -0.6533948827766825  0.0639489550410238 -0.0912375119701539 -0.0389328520559304],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.5373921958391658
503,2,[-0.5212744517901142 -0.0752291843851277 -0.8060587585065071 -0.1058957581690605 -0.0916425115953431 -0.0486420530293399],[-0.1876035998557638  0.1868252820906622 -0.5502295925238111 -0.1867232758940011  0.0536150808722418 -0.0110722549924091],0.523929087294739
504,0,[-0.230996050196562  -0.1519752715381801  0.3150569311248229  0.1768210340641913 -0.0965256115356502  0.0719807597901537],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3612526407839361
505,6,[-0.0611846756764044  0.0338596675474262 -0.0790226191746285 -0.100172208379336  -0.3068981526799719  0.0526724518632775],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.4098200844802473
506,7,[-0.4316543606217043 -0.5332367703416199 -0.1378653631153542  0.2496628053208928  0.0735537873848488 -0.0046850576617836],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.22368509996835279
507,7,[-0.2997035284353273 -0.3945087853733366 -0.3884435349495382  0.1091443087703882  0.0530648214304878  0.0144241809870578],[-0.5737308601642579 -0.4568000069520185 -0.2137609358317939  0.1164600680409924  0.0951908342875863 -0.0106385820484834],0.33457652135003424
508,6,[-0.1048813609259192 -0.142063158858064   0.1332867601156914  0.0203296192237036 -0.2149869148114754  0.0138904645601784],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.20382777793647897
509,6,[-0.1249248221498466 -0.18497137654084    0.1410791942780461  0.0335468459368811 -0.2239401770646687  0.0380583897662985],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.23115768678320656
510,6,[-0.1016864819423399 -0.1532303774552396  0.1201108961076516  0.0088526786371455 -0.2234114958032924  0.0460399109756294],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.21520906914317695
511,6,[-0.1872562999776951 -0.0491227973497258  0.0563004530874085  0.109782718846291  -0.1274622508930389 -0.012333902192218 ],[ 0.0756612542796269 -0.1326912798521235  0.192764102921883   0.036069476343783  -0.1457151931214906 -0.0027956434888014],0.3171583984854785
512,0,[-0.5264218825594102 -0.0869468189398088  0.455926638999873   0.1150513883451649  0.0180544669066177  0.1607146580035351],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3139216652212659
513,0,[-0.3433962064282774  0.0942960156474222  0.310255692720945  -0.1384124366967687 -0.0390723925952659  0.2097659358994981],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.28384533627503017
514,0,[-0.4313421670640245 -0.0579734290882585  0.391380165676727  -0.0450832896162704 -0.0520851695329703  0.1955094857475431],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.23807050455547005
515,0,[-0.3937896280427621  0.0581647207128097  0.4361746924118227 -0.0151369987489985 -0.0020858363767271 -0.0075318764608221],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.20146206271516143
516,0,[-0.3593641791466877  0.1302258241548536  0.4037207288881418 -0.0528882269663821  0.0069525665236967 -0.0065079842179059],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.22825387476133288
517,0,[-0.2855413129622951  0.2399591376978382  0.3149286091728653 -0.146962776863531   0.0061579065153615  0.0607715186087229],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.3379023173214751
518,3,[-0.1357122382066145  0.4254426001071455  0.2669618087315563 -0.2149851471352138  0.0396353826944615 -0.088271591869903 ],[-0.0467544624873694  0.3416667034970997  0.1074881567328738 -0.2222324598907815 -0.0276130599442303 -0.0268972550689632],0.22069304065328185
519,0,[-0.4211596110615934  0.051714919699652   0.1102291452776778 -0.1031215007936071 -0.1847677874465187  0.1184720228911937],[-0.4630875963101383 -0.0101639857324018  0.2665651709613873 -0.0385510227220721 -0.0435718773920935  0.0013700502182412],0.2604734371666899
